Date,Region,Sales Territory Key,Conditions,Precipitation (in),Snow (in),Max Temperature,Average Temperature,Min Temperature
2016-09-07,Southeast,5,Rain,13.08,0,90,81,75
2016-09-07,Southwest,4,Clear,0,0,94,83,76
2016-09-07,Southwest,4,Rain,3.79,0,92,,75
2016-09-07,United Kingdom,10,Clear,0,0,75,71,64
2016-09-07,United Kingdom,10,Rain,0.02,0,,,
2016-09-08,Australia,9,Clear,0,0,72,65.5,53
2016-09-08,Australia,9,Rain,0.53,0,82,80,72
2016-09-08,Canada,6,Clear,0,0,81,61.75,63
2016-09-08,Canada,6,Rain,5.15,0,78,62,60
2016-09-08,Central,3,Rain,5.99,0,83,,72
2016-09-08,France,7,Clear,0,0,77,67,58
2016-09-08,France,7,Rain,0.13,0,,,
2016-09-08,Germany,8,Clear,0,0,86,71,57
2016-09-08,Germany,8,Rain,0.03,0,,,
2016-09-08,Northeast,2,Clear,0,0,80,70,66
2016-09-08,Northeast,2,Rain,3.92,0,77,61,64
2016-09-08,Northwest,1,Clear,0,0,70,,55
2016-09-08,Northwest,1,Rain,5.88,0,64,,53
2016-09-08,Southeast,5,Clear,0,0,88,,78
2016-09-08,Southeast,5,Rain,3.98,0,89,83,77
2016-09-08,Southwest,4,Clear,0,0,93,83,75
2016-09-08,Southwest,4,Rain,0.1,0,,,
2016-09-08,United Kingdom,10,Clear,0,0,74,66,58
2016-09-08,United Kingdom,10,Rain,0.17,0,,,
2016-09-09,Australia,9,Clear,0,0,66,,59
2016-09-09,Australia,9,Rain,3.61,0,65,62,60
2016-09-09,Canada,6,Clear,0,0,74,58,56
2016-09-09,Canada,6,Rain,1.49,0,79,57,66
2016-09-09,Central,3,Rain,4.54,0,87,,66
2016-09-09,France,7,Clear,0,0,80,67,54
2016-09-09,France,7,Rain,0.01,0,,,
2016-09-09,Germany,8,Clear,0,0,81,69.5,58
2016-09-09,Germany,8,Rain,0.04,0,,,
2016-09-09,Northeast,2,Clear,0,0,85,70,65
2016-09-09,Northeast,2,Rain,1.66,0,85,,67
2016-09-09,Northwest,1,Clear,0,0,73,,47
2016-09-09,Northwest,1,Rain,0.57,0,65,,44
2016-09-09,Southeast,5,Clear,0,0,,,
2016-09-09,Southeast,5,Rain,3.23,0,89,84,79
2016-09-09,Southwest,4,Clear,0,0,93,82,74
2016-09-09,United Kingdom,10,Clear,0,0,76,66,
2016-09-09,United Kingdom,10,Rain,0.03,0,67,,59
2016-09-10,Australia,9,Clear,0,0,70,68,54
2016-09-10,Australia,9,Rain,17.55,0,58,49.5,50
2016-09-10,Canada,6,Clear,0,0,73,57,51
2016-09-10,Canada,6,Rain,0.42,0,92,,75
2016-09-10,Central,3,Clear,0,0,77,,56
2016-09-10,Central,3,Rain,5.87,0,,,
2016-09-10,France,7,Clear,0,0,81,68.5,56
2016-09-10,Germany,8,Clear,0,0,81,69,56
2016-09-10,Northeast,2,Clear,0,0,86,64,65
2016-09-10,Northeast,2,Rain,0.39,0,79,75,69
2016-09-10,Northwest,1,Clear,0,0,74,,50
2016-09-10,Southeast,5,Clear,0,0,89,,79
2016-09-10,Southeast,5,Rain,2.77,0,90,83,76
2016-09-10,Southwest,4,Clear,0,0,92,,72
2016-09-10,Southwest,4,Rain,0.6,0,91,81,72
2016-09-10,United Kingdom,10,Clear,0,0,,64,
2016-09-10,United Kingdom,10,Rain,0.28,0,72,,64
2016-09-11,Australia,9,Clear,0,0,69,65,53
2016-09-11,Australia,9,Rain,2.58,0,61,53,43
2016-09-11,Canada,6,Clear,0,0,80,65.75,59
2016-09-11,Canada,6,Rain,0.37,0,82,64,68
2016-09-11,Central,3,Clear,0,0,79,,52
2016-09-11,Central,3,Rain,0.01,0,,,
2016-09-11,France,7,Clear,0,0,79,69,65
2016-09-11,France,7,Rain,0.02,0,78,70,65
2016-09-11,Germany,8,Clear,0,0,86,73.5,61
2016-09-11,Germany,8,Rain,0.04,0,,,
2016-09-11,Northeast,2,Clear,0,0,79,62,65
2016-09-11,Northeast,2,Rain,2.24,0,81,76,62
2016-09-11,Northwest,1,Clear,0,0,71,,53
2016-09-11,Northwest,1,Rain,0.32,0,66,,49
2016-09-11,Southeast,5,Clear,0,0,90,,76
2016-09-11,Southeast,5,Rain,4.27,0,89,82,76
2016-09-11,Southwest,4,Clear,0,0,91,79,68
2016-09-11,Southwest,4,Rain,3.74,0,90,,65
2016-09-11,United Kingdom,10,Clear,0,0,78,,46
2016-09-11,United Kingdom,10,Rain,0.13,0,,59,48
2016-09-12,Australia,9,Clear,0,0,70,71,54
2016-09-12,Australia,9,Rain,5.27,0,56,51,49
2016-09-12,Canada,6,Clear,0,0,72,54.5,59
2016-09-12,Canada,6,Rain,1.74,0,70,55,52
2016-09-12,Central,3,Clear,0,0,85,,63
2016-09-12,France,7,Clear,0,0,89,74,58
2016-09-12,France,7,Rain,0.1,0,89,76,63
2016-09-12,Germany,8,Clear,0,0,89,74,60
2016-09-12,Germany,8,Rain,0.07,0,,,
2016-09-12,Northeast,2,Clear,0,0,77,64,49
2016-09-12,Northeast,2,Rain,4.26,0,80,,50
2016-09-12,Northwest,1,Clear,0,0,71,,46
2016-09-12,Northwest,1,Rain,0.03,0,,,
2016-09-12,Southeast,5,Clear,0,0,90,84,79
2016-09-12,Southeast,5,Rain,2.92,0,89,,77
2016-09-12,Southwest,4,Clear,0,0,90,80,66
2016-09-12,United Kingdom,10,Clear,0,0,89,,49
2016-09-12,United Kingdom,10,Rain,0.01,0,,65,51
2016-09-13,Australia,9,Clear,0,0,66,,49
2016-09-13,Australia,9,Rain,18.64,0,59,59.66666667,50
2016-09-13,Canada,6,Clear,0,0,68,48.75,51
2016-09-13,Canada,6,Rain,0.89,0,73,49,62
2016-09-13,Central,3,Rain,14.02,0,82,,67
2016-09-13,France,7,Clear,0,0,90,78,70
2016-09-13,Germany,8,Clear,0,0,88,75,60
2016-09-13,Northeast,2,Clear,0,0,80,67.5,50
2016-09-13,Northeast,2,Rain,0.54,0,,,
2016-09-13,Northwest,1,Clear,0,0,73,,47
2016-09-13,Southeast,5,Clear,0,0,88,82,77
2016-09-13,Southeast,5,Rain,2.28,0,88,,78
2016-09-13,Southwest,4,Clear,0,0,92,80,67
2016-09-13,United Kingdom,10,Clear,0,0,82,75,58
2016-09-14,Australia,9,Clear,0,0,68,,50
2016-09-14,Australia,9,Rain,33.38,0,62,57,51
2016-09-14,Canada,6,Clear,0,0,75,52,47
2016-09-14,Canada,6,Rain,0.63,0,88,,79
2016-09-14,Central,3,Rain,38.76,0,81,,66
2016-09-14,France,7,Clear,0,0,83,73,64
2016-09-14,France,7,Rain,0.6,0,82,72,63
2016-09-14,Germany,8,Clear,0,0,84,73,62
2016-09-14,Northeast,2,Clear,0,0,84,64,55
2016-09-14,Northeast,2,Rain,1.91,0,90,74,63
2016-09-14,Northwest,1,Clear,0,0,75,,48
2016-09-14,Southeast,5,Clear,0,0,89,84,78
2016-09-14,Southeast,5,Rain,1.62,0,87,,77
2016-09-14,Southwest,4,Clear,0,0,91,82,71
2016-09-14,Southwest,4,Rain,1.22,0,,,
2016-09-14,United Kingdom,10,Clear,0,0,85,73,65
2016-09-15,Australia,9,Clear,0,0,64,62,50
2016-09-15,Australia,9,Rain,12.08,0,59,51,46
2016-09-15,Canada,6,Clear,0,0,83,61,63
2016-09-15,Canada,6,Rain,0.63,0,79,59.5,49
2016-09-15,Central,3,Clear,0,0,86,,67
2016-09-15,Central,3,Rain,0.89,0,,,
2016-09-15,France,7,Clear,0,0,,,
2016-09-15,France,7,Rain,0.79,0,73,63.5,62
2016-09-15,Germany,8,Clear,0,0,80,68.5,58
2016-09-15,Northeast,2,Clear,0,0,78,62,50
2016-09-15,Northeast,2,Rain,0.83,0,87,,51
2016-09-15,Northwest,1,Clear,0,0,73,,48
2016-09-15,Southeast,5,Clear,0,0,90,83,76
2016-09-15,Southeast,5,Rain,0.97,0,91,,76
2016-09-15,Southwest,4,Clear,0,0,92,81,70
2016-09-15,Southwest,4,Rain,0.31,0,89,,69
2016-09-15,United Kingdom,10,Clear,0,0,,69,
2016-09-15,United Kingdom,10,Rain,1.9,0,64,,56
2016-09-16,Australia,9,Clear,0,0,66,,51
2016-09-16,Australia,9,Rain,9.74,0,61,58.66666667,48
2016-09-16,Canada,6,Clear,0,0,79,64,60
2016-09-16,Canada,6,Rain,3.78,0,74,60.33333333,59
2016-09-16,Central,3,Rain,5.63,0,72,,64
2016-09-16,France,7,Clear,0,0,,,
2016-09-16,France,7,Rain,0.25,0,71,62,57
2016-09-16,Germany,8,Clear,0,0,81,68,54
2016-09-16,Germany,8,Rain,0.44,0,83,70,55
2016-09-16,Northeast,2,Clear,0,0,73,61.5,46
2016-09-16,Northeast,2,Rain,0.17,0,,,
2016-09-16,Northwest,1,Clear,0,0,73,,48
2016-09-16,Northwest,1,Rain,0.03,0,69,,51
2016-09-16,Southeast,5,Clear,0,0,91,84,77
2016-09-16,Southeast,5,Rain,2.02,0,91,,78
2016-09-16,Southwest,4,Clear,0,0,93,81,69
2016-09-16,United Kingdom,10,Clear,0,0,,,
2016-09-16,United Kingdom,10,Rain,0.67,0,61,61,61
2016-09-17,Australia,9,Clear,0,0,69,69,52
2016-09-17,Australia,9,Rain,0.84,0,67,58.5,50
2016-09-17,Canada,6,Clear,0,0,79,57,55
2016-09-17,Canada,6,Rain,2.8,0,70,56,43
2016-09-17,Central,3,Clear,0,0,85,,59
2016-09-17,Central,3,Rain,0.89,0,,,
2016-09-17,France,7,Clear,0,0,,,
2016-09-17,France,7,Rain,0.44,0,64,58.5,55
2016-09-17,Germany,8,Clear,0,0,,65,
2016-09-17,Germany,8,Rain,1.75,0,70,64,58
2016-09-17,Northeast,2,Clear,0,0,76,65,47
2016-09-17,Northeast,2,Rain,1.93,0,67,62,57
2016-09-17,Northwest,1,Clear,0,0,,,
2016-09-17,Northwest,1,Rain,13.78,0,67,,53
2016-09-17,Southeast,5,Clear,0,0,91,85,78
2016-09-17,Southeast,5,Rain,0.11,0,,,
2016-09-17,Southwest,4,Clear,0,0,94,82,71
2016-09-17,United Kingdom,10,Clear,0,0,69,,55
2016-09-17,United Kingdom,10,Rain,0.61,0,66,58,54
2016-09-18,Australia,9,Clear,0,0,69,70,55
2016-09-18,Australia,9,Rain,2.13,0,55,48,50
2016-09-18,Canada,6,Clear,0,0,83,63.66666667,64
2016-09-18,Canada,6,Rain,0.75,0,74,64,55
2016-09-18,Central,3,Clear,0,0,85,,59
2016-09-18,France,7,Clear,0,0,,,
2016-09-18,France,7,Rain,0.2,0,71,61,53
2016-09-18,Germany,8,Clear,0,0,70,60,53
2016-09-18,Germany,8,Rain,0.03,0,70,,54
2016-09-18,Northeast,2,Clear,0,0,78,66,54
2016-09-18,Northeast,2,Rain,1.02,0,78,,60
2016-09-18,Northwest,1,Clear,0,0,70,,54
2016-09-18,Northwest,1,Rain,18.71,0,66,,50
2016-09-18,Southeast,5,Clear,0,0,91,,78
2016-09-18,Southeast,5,Rain,0.39,0,93,85,77
2016-09-18,Southwest,4,Clear,0,0,94,83,71
2016-09-18,United Kingdom,10,Clear,0,0,67,62,55
2016-09-18,United Kingdom,10,Rain,0.56,0,,,
2016-09-19,Australia,9,Clear,0,0,76,76,56
2016-09-19,Australia,9,Rain,3.59,0,61,51.5,45
2016-09-19,Canada,6,Clear,0,0,77,61.6,60
2016-09-19,Canada,6,Rain,1.2,0,90,,76
2016-09-19,Central,3,Clear,0,0,94,,65
2016-09-19,France,7,Rain,0.22,0,68,62.5,59
2016-09-19,Germany,8,Clear,0,0,68,59.5,49
2016-09-19,Germany,8,Rain,0.55,0,,,
2016-09-19,Northeast,2,Clear,0,0,79,,69
2016-09-19,Northeast,2,Rain,19.37,0,75,66.5,65
2016-09-19,Northwest,1,Clear,0,0,,,
2016-09-19,Northwest,1,Rain,9.02,0,66,,51
2016-09-19,Southeast,5,Clear,0,0,92,,77
2016-09-19,Southeast,5,Rain,2.59,0,92,82,76
2016-09-19,Southwest,4,Clear,0,0,96,84,73
2016-09-19,United Kingdom,10,Clear,0,0,,61,55
2016-09-19,United Kingdom,10,Rain,0.28,0,66,,54
2016-09-20,Australia,9,Clear,0,0,68,64.33333333,48
2016-09-20,Australia,9,Rain,0.41,0,65,,46
2016-09-20,Canada,6,Clear,0,0,76,57.4,50
2016-09-20,Canada,6,Rain,1.23,0,83,,72
2016-09-20,Central,3,Clear,0,0,93,,68
2016-09-20,France,7,Rain,0.79,0,70,62,59
2016-09-20,Germany,8,Clear,0,0,67,57.5,45
2016-09-20,Germany,8,Rain,0.46,0,,,
2016-09-20,Northeast,2,Clear,0,0,76,64,61
2016-09-20,Northeast,2,Rain,23.29,0,76,,66
2016-09-20,Northwest,1,Clear,0,0,66,,46
2016-09-20,Northwest,1,Rain,6.59,0,66,,44
2016-09-20,Southeast,5,Clear,0,0,91,,78
2016-09-20,Southeast,5,Rain,3.87,0,91,83,77
2016-09-20,Southwest,4,Clear,0,0,96,83,71
2016-09-20,United Kingdom,10,Clear,0,0,72,,57
2016-09-20,United Kingdom,10,Rain,0.38,0,,61,58
2016-09-21,Australia,9,Clear,0,0,73,82,59
2016-09-21,Australia,9,Rain,3.06,0,61,53.5,50
2016-09-21,Canada,6,Clear,0,0,73,54.8,57
2016-09-21,Canada,6,Rain,0.05,0,84,,66
2016-09-21,Central,3,Clear,0,0,91,,75
2016-09-21,France,7,Clear,0,0,,,
2016-09-21,France,7,Rain,0.03,0,72,60.5,50
2016-09-21,Germany,8,Clear,0,0,68,59.5,48
2016-09-21,Northeast,2,Clear,0,0,79,66.5,59
2016-09-21,Northeast,2,Rain,0.27,0,,,
2016-09-21,Northwest,1,Clear,0,0,66,,45
2016-09-21,Northwest,1,Rain,0.03,0,61,,44
2016-09-21,Southeast,5,Clear,0,0,91,,78
2016-09-21,Southeast,5,Rain,3.62,0,91,83,76
2016-09-21,Southwest,4,Clear,0,0,95,83,71
2016-09-21,United Kingdom,10,Clear,0,0,69,63,57
2016-09-22,Australia,9,Clear,0,0,65,80,55
2016-09-22,Australia,9,Rain,3.66,0,56,50,47
2016-09-22,Canada,6,Clear,0,0,76,53,52
2016-09-22,Central,3,Clear,0,0,92,,71
2016-09-22,France,7,Clear,0,0,75,62.5,51
2016-09-22,Germany,8,Clear,0,0,68,56,43
2016-09-22,Northeast,2,Clear,0,0,80,64,53
2016-09-22,Northeast,2,Rain,0.07,0,,,
2016-09-22,Northwest,1,Clear,0,0,65,,43
2016-09-22,Northwest,1,Rain,0.02,0,66,,43
2016-09-22,Southeast,5,Clear,0,0,90,,78
2016-09-22,Southeast,5,Rain,1.09,0,90,81,75
2016-09-22,Southwest,4,Clear,0,0,92,79,67
2016-09-22,United Kingdom,10,Clear,0,0,69,61,56
2016-09-23,Australia,9,Clear,0,0,67,65,51
2016-09-23,Australia,9,Rain,0.94,0,65,53,47
2016-09-23,Canada,6,Clear,0,0,77,54.66666667,56
2016-09-23,Canada,6,Rain,0.15,0,75,52.5,51
2016-09-23,Central,3,Clear,0,0,90,,64
2016-09-23,France,7,Clear,0,0,75,65,59
2016-09-23,France,7,Rain,0.04,0,76,64,55
2016-09-23,Germany,8,Clear,0,0,72,59.5,46
2016-09-23,Northeast,2,Clear,0,0,82,,55
2016-09-23,Northeast,2,Rain,3.42,0,77,63,54
2016-09-23,Northwest,1,Clear,0,0,65,,53
2016-09-23,Northwest,1,Rain,0.87,0,62,,48
2016-09-23,Southeast,5,Clear,0,0,89,,79
2016-09-23,Southeast,5,Rain,3.33,0,89,81,75
2016-09-23,Southwest,4,Clear,0,0,93,,66
2016-09-23,Southwest,4,Rain,0.01,0,91,81,72
2016-09-23,United Kingdom,10,Clear,0,0,73,58,46
2016-09-24,Australia,9,Clear,0,0,67,56,48
2016-09-24,Australia,9,Rain,2.8,0,78,77,56
2016-09-24,Canada,6,Clear,0,0,90,60,79
2016-09-24,Canada,6,Rain,4.15,0,76,62,59
2016-09-24,Central,3,Clear,0,0,,,
2016-09-24,Central,3,Rain,5.81,0,91,,69
2016-09-24,France,7,Clear,0,0,77,63.5,52
2016-09-24,France,7,Rain,0.39,0,,,
2016-09-24,Germany,8,Clear,0,0,69,57.5,49
2016-09-24,Germany,8,Rain,0.34,0,,,
2016-09-24,Northeast,2,Clear,0,0,67,59,50
2016-09-24,Northeast,2,Rain,23.93,0,76,,50
2016-09-24,Northwest,1,Clear,0,0,66,,51
2016-09-24,Northwest,1,Rain,2.36,0,61,,49
2016-09-24,Southeast,5,Clear,0,0,,,
2016-09-24,Southeast,5,Rain,7.38,0,89,80,76
2016-09-24,Southwest,4,Clear,0,0,,,
2016-09-24,Southwest,4,Rain,2.46,0,91,81,72
2016-09-24,United Kingdom,10,Clear,0,0,,64,50
2016-09-24,United Kingdom,10,Rain,0.19,0,69,,48
2016-09-25,Australia,9,Clear,0,0,66,,55
2016-09-25,Australia,9,Rain,10.11,0,61,56,48
2016-09-25,Canada,6,Clear,0,0,69,61,46
2016-09-25,Canada,6,Rain,13.81,0,70,55.75,58
2016-09-25,Central,3,Clear,0,0,,,
2016-09-25,Central,3,Rain,27.52,0,72,,57
2016-09-25,France,7,Clear,0,0,68,61,
2016-09-25,France,7,Rain,0.2,0,69,60,54
2016-09-25,Germany,8,Clear,0,0,73,59.5,47
2016-09-25,Northeast,2,Clear,0,0,68,61,44
2016-09-25,Northeast,2,Rain,0.32,0,,,
2016-09-25,Northwest,1,Clear,0,0,74,,53
2016-09-25,Northwest,1,Rain,0.07,0,64,,51
2016-09-25,Southeast,5,Clear,0,0,88,80,74
2016-09-25,Southeast,5,Rain,3.07,0,88,,75
2016-09-25,Southwest,4,Clear,0,0,92,,75
2016-09-25,Southwest,4,Rain,9.14,0,89,78,71
2016-09-25,United Kingdom,10,Clear,0,0,66,,59
2016-09-25,United Kingdom,10,Rain,0.08,0,65,62,58
2016-09-26,Australia,9,Clear,0,0,67,55.5,46
2016-09-26,Australia,9,Rain,1.4,0,63,51,44
2016-09-26,Canada,6,Clear,0,0,64,51.8,50
2016-09-26,Canada,6,Rain,12.17,0,73,,67
2016-09-26,Central,3,Clear,0,0,76,,48
2016-09-26,Central,3,Rain,6.64,0,,,
2016-09-26,France,7,Clear,0,0,,,
2016-09-26,France,7,Rain,0.06,0,69,58.5,50
2016-09-26,Germany,8,Clear,0,0,71,58,47
2016-09-26,Northeast,2,Clear,0,0,68,60,39
2016-09-26,Northeast,2,Rain,3.14,0,,,
2016-09-26,Northwest,1,Clear,0,0,75,,52
2016-09-26,Southeast,5,Clear,0,0,87,,76
2016-09-26,Southeast,5,Rain,17.54,0,88,82,75
2016-09-26,Southwest,4,Rain,65.77,0,81,73,67
2016-09-26,United Kingdom,10,Clear,0,0,,57,49
2016-09-26,United Kingdom,10,Rain,0.06,0,66,,48
2016-09-27,Australia,9,Clear,0,0,69,63,50
2016-09-27,Australia,9,Rain,19.5,0,60,51,42
2016-09-27,Canada,6,Clear,0,0,66,50,53
2016-09-27,Canada,6,Rain,1.29,0,72,,43
2016-09-27,Central,3,Clear,0,0,83,,50
2016-09-27,Central,3,Rain,0.02,0,,,
2016-09-27,France,7,Clear,0,0,74,62.5,51
2016-09-27,France,7,Rain,0.23,0,,,
2016-09-27,Germany,8,Clear,0,0,72,58.5,44
2016-09-27,Germany,8,Rain,0.3,0,,,
2016-09-27,Northeast,2,Clear,0,0,66,,40
2016-09-27,Northeast,2,Rain,17.34,0,70,64.5,49
2016-09-27,Northwest,1,Clear,0,0,73,,55
2016-09-27,Northwest,1,Rain,0.37,0,71,,52
2016-09-27,Southeast,5,Clear,0,0,86,,78
2016-09-27,Southeast,5,Rain,5.47,0,87,79,75
2016-09-27,Southwest,4,Clear,0,0,80,71,65
2016-09-27,Southwest,4,Rain,9.59,0,70,,62
2016-09-27,United Kingdom,10,Clear,0,0,73,,47
2016-09-27,United Kingdom,10,Rain,0.03,0,,60,48
2016-09-28,Australia,9,Clear,0,0,67,62,49
2016-09-28,Australia,9,Rain,4.1,0,65,58.5,43
2016-09-28,Canada,6,Clear,0,0,68,50,43
2016-09-28,Canada,6,Rain,0.73,0,79,,66
2016-09-28,Central,3,Clear,0,0,70,,52
2016-09-28,France,7,Clear,0,0,74,66,
2016-09-28,France,7,Rain,0.06,0,74,65,60
2016-09-28,Germany,8,Clear,0,0,69,62,52
2016-09-28,Northeast,2,Clear,0,0,65,58.5,54
2016-09-28,Northeast,2,Rain,5.36,0,67,,54
2016-09-28,Northwest,1,Clear,0,0,66,,49
2016-09-28,Northwest,1,Rain,0.23,0,64,,46
2016-09-28,Southeast,5,Clear,0,0,91,79,72
2016-09-28,Southeast,5,Rain,11.73,0,87,,73
2016-09-28,Southwest,4,Clear,0,0,83,73,61
2016-09-28,Southwest,4,Rain,0.05,0,77,,56
2016-09-28,United Kingdom,10,Clear,0,0,,62,
2016-09-28,United Kingdom,10,Rain,0.1,0,69,,53
2016-09-29,Australia,9,Clear,0,0,66,58,49
2016-09-29,Australia,9,Rain,11.31,0,62,51.5,53
2016-09-29,Canada,6,Clear,0,0,71,53.6,52
2016-09-29,Canada,6,Rain,0.01,0,,,
2016-09-29,Central,3,Clear,0,0,72,,48
2016-09-29,France,7,Clear,0,0,71,63,56
2016-09-29,France,7,Rain,0.01,0,72,62,55
2016-09-29,Germany,8,Clear,0,0,78,68.5,59
2016-09-29,Northeast,2,Clear,0,0,60,57,50
2016-09-29,Northeast,2,Rain,0.52,0,58,,54
2016-09-29,Northwest,1,Clear,0,0,64,,46
2016-09-29,Northwest,1,Rain,0.01,0,60,,42
2016-09-29,Southeast,5,Clear,0,0,90,83,76
2016-09-29,Southeast,5,Rain,0.17,0,90,,72
2016-09-29,Southwest,4,Clear,0,0,86,71,56
2016-09-29,United Kingdom,10,Clear,0,0,69,62,
2016-09-29,United Kingdom,10,Rain,0.03,0,66,,59
2016-09-30,Australia,9,Clear,0,0,66,59,46
2016-09-30,Australia,9,Rain,7.31,0,61,53.5,46
2016-09-30,Canada,6,Clear,0,0,73,56.6,53
2016-09-30,Canada,6,Rain,0.95,0,,,
2016-09-30,Central,3,Clear,0,0,76,,47
2016-09-30,France,7,Clear,0,0,67,60,
2016-09-30,France,7,Rain,0.13,0,64,59,56
2016-09-30,Germany,8,Clear,0,0,69,59.5,48
2016-09-30,Northeast,2,Clear,0,0,60,55,49
2016-09-30,Northeast,2,Rain,1.45,0,61,58,52
2016-09-30,Northwest,1,Clear,0,0,64,,43
2016-09-30,Northwest,1,Rain,0.01,0,63,,37
2016-09-30,Southeast,5,Clear,0,0,90,,76
2016-09-30,Southeast,5,Rain,3.66,0,91,84,76
2016-09-30,Southwest,4,Clear,0,0,82,66,53
2016-09-30,United Kingdom,10,Clear,0,0,,,
2016-09-30,United Kingdom,10,Rain,0.27,0,61,57,51
2016-10-01,Australia,9,Clear,0,0,68,60,50
2016-10-01,Australia,9,Rain,4.51,0,64,56,51
2016-10-01,Canada,6,Clear,0,0,73,62.4,55
2016-10-01,Canada,6,Rain,2.37,0,77,,64
2016-10-01,Central,3,Clear,0,0,74,,49
2016-10-01,France,7,Rain,1.37,0,66,57.5,53
2016-10-01,Germany,8,Clear,,0,,53,
2016-10-01,Germany,8,Rain,2.77,0,59,55,46
2016-10-01,Northeast,2,Clear,0,0,,,
2016-10-01,Northeast,2,Rain,52.98,0,60,56.5,52
2016-10-01,Northwest,1,Clear,0,0,,,
2016-10-01,Northwest,1,Rain,4.13,0,63,,46
2016-10-01,Southeast,5,Clear,0,0,,,
2016-10-01,Southeast,5,Rain,16.89,0,88,80,73
2016-10-01,Southwest,4,Clear,0,0,80,67,54
2016-10-01,United Kingdom,10,Rain,0.52,0,63,53,46
2016-10-02,Australia,9,Clear,0,0,73,60.5,51
2016-10-02,Australia,9,Rain,2.72,0,73,60,50
2016-10-02,Canada,6,Clear,0,0,79,63.33333333,55
2016-10-02,Canada,6,Rain,1.07,0,74,63.5,58
2016-10-02,Central,3,Clear,0,0,78,,49
2016-10-02,France,7,Clear,0,0,64,55,49
2016-10-02,France,7,Rain,0.49,0,,,
2016-10-02,Germany,8,Clear,0,0,66,55.5,44
2016-10-02,Germany,8,Rain,0.42,0,64,,46
2016-10-02,Northeast,2,Clear,0,0,59,56,51
2016-10-02,Northeast,2,Rain,27.57,0,58,55,52
2016-10-02,Northwest,1,Clear,0,0,63,,46
2016-10-02,Northwest,1,Rain,10.38,0,57,,44
2016-10-02,Southeast,5,Clear,0,0,,,
2016-10-02,Southeast,5,Rain,2.26,0,88,84,75
2016-10-02,Southwest,4,Clear,0,0,80,69,53
2016-10-02,United Kingdom,10,Clear,0,0,65,,47
2016-10-02,United Kingdom,10,Rain,0.34,0,,53,
2016-10-03,Australia,9,Clear,0,0,69,66,53
2016-10-03,Australia,9,Rain,18.85,0,61,54.5,49
2016-10-03,Canada,6,Clear,0,0,81,68.75,60
2016-10-03,Canada,6,Rain,0.36,0,74,68,63
2016-10-03,Central,3,Clear,0,0,83,,56
2016-10-03,France,7,Clear,0,0,67,56,48
2016-10-03,France,7,Rain,0.04,0,66,53,40
2016-10-03,Germany,8,Clear,,0,,53,
2016-10-03,Germany,8,Rain,2,0,64,54,41
2016-10-03,Northeast,2,Clear,0,0,65,57.5,52
2016-10-03,Northeast,2,Rain,1.19,0,58,,50
2016-10-03,Northwest,1,Clear,0,0,62,,46
2016-10-03,Northwest,1,Rain,0.96,0,60,,47
2016-10-03,Southeast,5,Clear,0,0,,,
2016-10-03,Southeast,5,Rain,4.83,0,90,84,75
2016-10-03,Southwest,4,Clear,0,0,85,71,55
2016-10-03,United Kingdom,10,Clear,0,0,66,53,38
2016-10-04,Australia,9,Clear,0,0,58,,51
2016-10-04,Australia,9,Rain,5.38,0,63,56.33333333,51
2016-10-04,Canada,6,Clear,0,0,83,63,63
2016-10-04,Canada,6,Rain,6.06,0,69,60.5,61
2016-10-04,Central,3,Clear,0,0,,,
2016-10-04,Central,3,Rain,1.17,0,80,,63
2016-10-04,France,7,Clear,0,0,67,56,48
2016-10-04,France,7,Rain,0.06,0,68,58,51
2016-10-04,Germany,8,Clear,0,0,62,54.5,44
2016-10-04,Germany,8,Rain,0.17,0,62,,44
2016-10-04,Northeast,2,Clear,0,0,67,59,50
2016-10-04,Northeast,2,Rain,1.62,0,66,55,49
2016-10-04,Northwest,1,Clear,0,0,,,
2016-10-04,Northwest,1,Rain,7.22,0,58,,50
2016-10-04,Southeast,5,Clear,0,0,90,83,76
2016-10-04,Southeast,5,Rain,8.32,0,88,,75
2016-10-04,Southwest,4,Clear,0,0,87,76,59
2016-10-04,United Kingdom,10,Clear,0,0,64,57,45
2016-10-04,United Kingdom,10,Rain,0.05,0,,,
2016-10-05,Australia,9,Clear,0,0,60,,49
2016-10-05,Australia,9,Rain,10.04,0,62,58.33333333,45
2016-10-05,Canada,6,Clear,0,0,82,54,67
2016-10-05,Canada,6,Rain,19.59,0,54,49,45
2016-10-05,Central,3,Clear,0,0,,,
2016-10-05,Central,3,Rain,8.71,0,77,,55
2016-10-05,France,7,Clear,0,0,64,54.5,48
2016-10-05,France,7,Rain,0.12,0,,,
2016-10-05,Germany,8,Clear,0,0,,48,
2016-10-05,Germany,8,Rain,1.4,0,55,48,42
2016-10-05,Northeast,2,Clear,0,0,64,54,42
2016-10-05,Northeast,2,Rain,5.11,0,63,56,47
2016-10-05,Northwest,1,Clear,0,0,,,
2016-10-05,Northwest,1,Rain,21.97,0,61,,49
2016-10-05,Southeast,5,Clear,0,0,,,
2016-10-05,Southeast,5,Rain,2.03,0,89,85,77
2016-10-05,Southwest,4,Clear,0,0,90,80,66
2016-10-05,United Kingdom,10,Clear,0,0,62,56,51
2016-10-05,United Kingdom,10,Rain,0.66,0,,,
2016-10-06,Australia,9,Clear,0,0,75,,50
